Auction ID,Bank/Organisation Name,City/District/Location,Auction Date,Reserve Price,Source
68338,IIFL Home Finance Limited,"Vakia Rakba, Amritsar, Punjab",24/07/2025,"₹7,01,000",Albion
68347,Bank of India,"Jalore, Rajasthan",24/07/2025,"₹15,63,500",Albion
68449,IDBI Bank,"Mumbai City, Maharashtra",24/07/2025,"₹18,000",Albion
68450,IDBI Bank,"Mumbai City, Maharashtra",24/07/2025,"₹65,000",Albion
68451,IDBI Bank,"Mumbai City, Maharashtra",24/07/2025,"₹17,000",Albion
68453,IDBI Bank,"Mumbai City, Maharashtra",24/07/2025,"₹66,000",Albion
68454,IDBI Bank,"Mumbai City, Maharashtra",24/07/2025,"₹1,35,000",Albion
68455,Central Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹2,48,65,000",Albion
68456,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹27,89,000",Albion
68457,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹42,05,000",Albion
68458,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹1,14,57,000",Albion
68459,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹2,60,30,000",Albion
68460,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹24,20,00,000",Albion
68461,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹5,18,000",Albion
68462,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹1,10,85,000",Albion
68463,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹46,00,000",Albion
68464,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹20,00,000",Albion
68465,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹7,03,00,000",Albion
68466,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹42,05,000",Albion
68467,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹1,10,85,000",Albion
68468,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹1,14,57,000",Albion
68469,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹47,10,000",Albion
68470,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹27,89,000",Albion
68471,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹5,83,000",Albion
68472,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹2,60,30,000",Albion
68473,Canara Bank,"Mumbai City, Maharashtra",24/07/2025,"₹47,10,000",Albion
68474,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹7,34,000",Albion
68475,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹15,30,000",Albion
68476,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹6,80,74,000",Albion
68477,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹88,24,000",Albion
68478,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹58,46,000",Albion
68485,Canara Bank,"Bankura, West Bengal",24/07/2025,"₹8,91,000",Albion
68534,State Bank of India,"Konnagar, Kolkata, West Bengal",24/07/2025,"₹23,94,000",Albion
68574,Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹1,30,46,000",Albion
68580,State Bank of India,"Mumbai City, Maharashtra",24/07/2025,"₹17,29,000",Albion
68746,Canara Bank,"Robertsonpet, Bangalore Urba, Karnataka",24/07/2025,"₹12,15,000",Albion
68755,Canara Bank,"Varthur, Bangalore Urba, Karnataka",24/07/2025,"₹4,00,54,000",Albion
68770,Canara Bank,"Gauribidanur, Bangalore Urba, Karnataka",24/07/2025,"₹13,00,000",Albion
68780,State Bank of India,"Hassa, Karnataka",24/07/2025,"₹1,10,00,000",Albion
68781,Canara Bank,"Chikkaballapur, Karnataka",24/07/2025,"₹10,00,000",Albion
68782,State Bank of India,"Hosakote, Bangalore Urba, Karnataka",24/07/2025,"₹27,50,000",Albion
68783,Canara Bank,"Athani, Bangalore Urba, Karnataka",24/07/2025,"₹29,00,000",Albion
68786,Canara Bank,"Chikkaballapur, Karnataka",24/07/2025,"₹27,23,400",Albion
68787,Canara Bank,"Chikkaballapur, Karnataka",24/07/2025,"₹59,40,000",Albion
68788,Canara Bank,"Chintamani, Bangalore Urba, Karnataka",24/07/2025,"₹3,24,000",Albion
68789,Canara Bank,"Chikkaballapur, Karnataka",24/07/2025,"₹38,70,000",Albion
68791,Canara Bank,"Chikkaballapur, Karnataka",24/07/2025,"₹4,17,000",Albion
68792,Canara Bank,"Thirumalashettyhally, Bangalore Urba, Karnataka",24/07/2025,"₹23,40,000",Albion
68797,State Bank of India,"Kothanur, Bangalore Urba, Karnataka",24/07/2025,"₹55,00,000",Albion
68798,State Bank of India,"Kasaba Hobli, Bangalore Urba, Karnataka",24/07/2025,"₹3,10,00,000",Albion
68800,Canara Bank,"Bangarapet, Bangalore Urba, Karnataka",24/07/2025,"₹56,70,000",Albion
68804,DCB Bank,"Alwar, Rajasthan",24/07/2025,"₹10,50,000",Albion
68812,Canara Bank,"Dholpur, Rajasthan",24/07/2025,"₹31,50,000",Albion
68813,Canara Bank,"Dholpur, Rajasthan",24/07/2025,"₹46,00,000",Albion
68815,Canara Bank,"Alwar, Rajasthan",24/07/2025,"₹15,82,000",Albion
68827,Bank of India,"Kota, Rajasthan",24/07/2025,"₹14,40,000",Albion
68927,Aavas Financiers,"Jodhpur, Rajasthan",24/07/2025,"₹24,00,000",Albion
68928,Aavas Financiers,"Jodhpur, Rajasthan",24/07/2025,"₹7,63,600",Albion
68947,Canara Bank,"Bidar, Karnataka",24/07/2025,"₹87,56,000",Albion
68968,Canara Bank,"Ranchi, Jharkhand",24/07/2025,"₹4,83,71,000",Albion
68971,Bank of India,"Hazaribag, Jharkhand",24/07/2025,"₹13,50,000",Albion
68972,Bank of India,"East Singhbhum, Jharkhand",24/07/2025,"₹32,78,000",Albion
68973,Bank of India,"Hazaribag, Jharkhand",24/07/2025,"₹33,30,000",Albion
68994,Canara Bank,"Hassa, Karnataka",24/07/2025,"₹42,20,000",Albion
69000,Canara Bank,"Bellary, Karnataka",24/07/2025,"₹1,93,10,000",Albion
69021,SMFG India Home Finance,"Belagavi, Bangalore Urba, Karnataka",24/07/2025,"₹34,87,500",Albion
69053,Canara Bank,"Belagavi, Bangalore Urba, Karnataka",24/07/2025,"₹2,35,000",Albion
69055,Canara Bank,"Gokak, Bangalore Urba, Karnataka",24/07/2025,"₹9,50,000",Albion
69056,Canara Bank,"Gokak, Bangalore Urba, Karnataka",24/07/2025,"₹18,00,000",Albion
69057,Canara Bank,"BASAVANAGALLI, Bangalore Urba, Karnataka",24/07/2025,"₹6,27,000",Albion
69059,Canara Bank,"Gokak, Bangalore Urba, Karnataka",24/07/2025,"₹51,35,000",Albion
69088,Canara Bank,"Karwar, Bangalore Urba, Karnataka",24/07/2025,"₹32,72,500",Albion
69090,Canara Bank,"Karwar, Bangalore Urba, Karnataka",24/07/2025,"₹32,72,500",Albion
69091,Canara Bank,"Ankola, Bangalore Urba, Karnataka",24/07/2025,"₹10,90,000",Albion
69093,Canara Bank,"Ankola, Bangalore Urba, Karnataka",24/07/2025,"₹54,55,000",Albion
69094,Canara Bank,"Ankola, Bangalore Urba, Karnataka",24/07/2025,"₹45,00,000",Albion
69100,Axis Bank,"Kanchipuram, Tamil Nadu",24/07/2025,"₹31,35,000",Albion
69102,Axis Bank,"Chennai, Tamil Nadu",24/07/2025,"₹4,80,85,000",Albion
69165,Canara Bank,"Bhatkal, Bangalore Urba, Karnataka",24/07/2025,"₹26,47,000",Albion
69171,Canara Bank,"Koppal, Karnataka",24/07/2025,"₹39,00,000",Albion
69172,Canara Bank,"Koppal, Karnataka",24/07/2025,"₹86,00,000",Albion
69175,Canara Bank,"Koppal, Karnataka",24/07/2025,"₹7,02,00,000",Albion
69196,Canara Bank,"Koppal, Karnataka",24/07/2025,"₹1,57,46,000",Albion
69197,Indian Overseas Bank,"Chamarajnagar, Karnataka",24/07/2025,"₹59,95,941",Albion
69198,Canara Bank,"Koppal, Karnataka",24/07/2025,"₹36,34,000",Albion
69199,Canara Bank,"Koppal, Karnataka",24/07/2025,"₹1,04,61,000",Albion
69259,Canara Bank,"Koppal, Bangalore Urba, Karnataka",24/07/2025,"₹6,60,250",Albion
69271,ICICI Bank,"North 24 Parganas, West Bengal",24/07/2025,"₹18,00,000",Albion
69285,State Bank of India,"North 24 Parganas, West Bengal",24/07/2025,"₹19,50,000",Albion
69286,State Bank of India,"Dum Dum, Kolkata, West Bengal",24/07/2025,"₹17,90,000",Albion
69331,Bandhan bank,"Chandan Nagar, Kolkata, West Bengal",24/07/2025,"₹69,94,755",Albion
69396,Canara Bank,"Tiruvallur, Tamil Nadu",24/07/2025,"₹37,00,000",Albion
69452,Canara Bank,"Bankura, West Bengal",24/07/2025,"₹8,91,000",Albion
69459,Canara Bank,"Bankura, West Bengal",24/07/2025,"₹23,87,000",Albion
69460,Canara Bank,"Barjora, Kolkata, West Bengal",24/07/2025,"₹4,66,000",Albion
69461,Canara Bank,"Burdwan, Kolkata, West Bengal",24/07/2025,"₹82,53,000",Albion
69392,Canara Bank,"Tiruvallur, Tamil Nadu",23/07/2025,"₹3,45,00,000",Albion
69474,Aadhar Housing Finance,"Tirupur, Tamil Nadu",23/07/2025,"₹30,75,688",Albion
68676,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹18,00,000",Albion
68677,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹22,28,000",Albion
68678,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹32,40,000",Albion
68679,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹22,00,000",Albion
68680,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹2,93,00,000",Albion
68681,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹26,24,400",Albion
68682,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹36,55,530",Albion
68683,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹48,60,000",Albion
68684,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹78,76,440",Albion
68685,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹78,76,440",Albion
68686,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹48,60,000",Albion
68687,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹78,76,440",Albion
68772,ICICI Bank,"Anekal, Karnataka",23/07/2025,"₹30,00,000",Albion
68773,ICICI Bank,"KR Puram Hobli, Bangalore Urba, Karnataka",23/07/2025,"₹64,50,000",Albion
68805,Aadhar Housing Finance,"Alwar, Rajasthan",23/07/2025,"₹10,46,016",Albion
68806,Aadhar Housing Finance,"Jaipur, Rajasthan",23/07/2025,"₹14,51,000",Albion
68956,Canara Bank,"vijayapura, Karnataka",23/07/2025,"₹9,00,000",Albion
68958,Truhome Finance Limited,"Kengeri Hobli, Bangalore Urba, Karnataka",23/07/2025,"₹99,00,000",Albion
69003,ICICI Home Finance Company,"Shivamogga, Bangalore Urba, Karnataka",23/07/2025,"₹12,39,584",Albion
69005,ICICI Home Finance Company,"Vijayanagara, Karnataka",23/07/2025,"₹45,55,440",Albion
69008,ICICI Home Finance Company,"Belagavi, Bangalore Urba, Karnataka",23/07/2025,"₹44,01,054",Albion
69018,ICICI Home Finance Company,"Thavarekere, Bangalore Urba, Karnataka",23/07/2025,"₹7,00,000",Albion
68275,Bank Of Baroda,"Bhilwara, Rajasthan",23/07/2025,"₹22,00,000",Albion
68292,Bank Of Baroda,"Jaipur, Rajasthan",23/07/2025,"₹36,00,000",Albion
68293,Bank Of Baroda,"Jaipur, Rajasthan",23/07/2025,"₹1,35,00,000",Albion
68327,Bank Of Baroda,"Rajsamand, Rajasthan",23/07/2025,"₹9,84,000",Albion
68490,Kotak Mahindra Bank,"Balasore, Kolkata, West Bengal",23/07/2025,"₹18,00,000",Albion
68522,Edelweiss Housing Finance,"police station lake, Kolkata, West Bengal",23/07/2025,"₹16,00,000",Albion
68523,Edelweiss Housing Finance,"Maheshtala, Kolkata, West Bengal",23/07/2025,"₹32,00,000",Albion
68528,Axis Bank,"Bandipur, Kolkata, West Bengal",23/07/2025,"₹18,49,600",Albion
68530,Axis Bank,"Nayabad, Kolkata, West Bengal",23/07/2025,"₹8,94,000",Albion
68531,Axis Bank,"South 24 Parganas, West Bengal",23/07/2025,"₹22,08,000",Albion
68542,Canara Bank,"Taraf Saidan, Ludhiana, Punjab",23/07/2025,"₹10,50,000",Albion
68545,Canara Bank,"Rania, Ludhiana, Punjab",23/07/2025,"₹35,00,000",Albion
68548,Canara Bank,"Haibowal Kalan, Ludhiana, Punjab",23/07/2025,"₹96,80,000",Albion
68550,Canara Bank,"Baran Hara, Ludhiana, Punjab",23/07/2025,"₹14,80,000",Albion
68551,Canara Bank,"Haibowal Kalan, Ludhiana, Punjab",23/07/2025,"₹39,80,000",Albion
68554,Canara Bank,"Lohara, Ludhiana, Punjab",23/07/2025,"₹10,00,000",Albion
68555,Canara Bank,"Taraf Gahlewal, Ludhiana, Punjab",23/07/2025,"₹18,00,000",Albion
68582,ICICI Home Finance Company,"Mumbai City, Maharashtra",23/07/2025,"₹51,02,595",Albion
68584,ICICI Home Finance Company,"Mumbai City, Maharashtra",23/07/2025,"₹70,10,550",Albion
68586,Cholamandalam Investment and Finance Company,"Mumbai City, Maharashtra",23/07/2025,"₹46,32,700",Albion
68587,Axis Bank,"Mumbai City, Maharashtra",23/07/2025,"₹5,25,00,000",Albion
68588,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹11,71,000",Albion
68628,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹22,81,000",Albion
68629,Axis Bank,"Mumbai City, Maharashtra",23/07/2025,"₹5,25,00,000",Albion
68631,Cholamandalam Investment and Finance Company,"Mumbai City, Maharashtra",23/07/2025,"₹46,32,700",Albion
68632,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹11,71,000",Albion
68633,ICICI Bank,"Mumbai City, Maharashtra",23/07/2025,"₹43,04,160",Albion
68634,ICICI Home Finance Company,"Mumbai City, Maharashtra",23/07/2025,"₹29,28,240",Albion
68635,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹16,45,000",Albion
68636,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹9,97,000",Albion
68637,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹9,97,000",Albion
68638,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹10,62,000",Albion
68639,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹11,01,000",Albion
68640,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹11,71,000",Albion
68641,PNB Housing Finance,"Mumbai City, Maharashtra",23/07/2025,"₹22,81,000",Albion
68642,ICICI Home Finance Company,"Mumbai City, Maharashtra",23/07/2025,"₹1,50,10,920",Albion
68643,ICICI Home Finance Company,"Mumbai City, Maharashtra",23/07/2025,"₹16,78,320",Albion
68644,Encore Asset Reconstruction Company,"Mumbai City, Maharashtra",23/07/2025,"₹41,00,000",Albion
68645,Encore Asset Reconstruction Company,"Mumbai City, Maharashtra",23/07/2025,"₹77,00,000",Albion
68646,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹26,24,400",Albion
68647,HDB Financial Service,"Mumbai City, Maharashtra",23/07/2025,"₹4,45,90,500",Albion
68648,Bank Of Baroda,"Mumbai City, Maharashtra",23/07/2025,"₹27,45,000",Albion
68663,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹30,63,000",Albion
68664,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹88,13,000",Albion
68665,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹18,00,000",Albion
68666,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹22,28,000",Albion
68667,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹32,40,000",Albion
68669,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹22,00,000",Albion
68670,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹26,24,400",Albion
68671,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹36,55,530",Albion
68672,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹48,60,000",Albion
68673,DCB Bank,"Mumbai City, Maharashtra",23/07/2025,"₹78,76,440",Albion
68675,Abhyudaya Co operative Bank Limited,"Mumbai City, Maharashtra",23/07/2025,"₹88,13,000",Albion
69060,Canara Bank,"vijayapura, Karnataka",23/07/2025,"₹53,00,000",Albion
69061,Canara Bank,"vijayapura, Karnataka",23/07/2025,"₹10,65,000",Albion
69063,Canara Bank,"vijayapura, Karnataka",23/07/2025,"₹7,50,000",Albion
69069,Canara Bank,"Koppal, Karnataka",23/07/2025,"₹29,50,000",Albion
69083,Canara Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹7,20,000",Albion
69085,Canara Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹23,76,000",Albion
69087,Canara Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹2,48,30,000",Albion
69089,Canara Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹24,22,000",Albion
69092,Canara Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹24,00,000",Albion
69200,State Bank of India,"Krishnarajapura, Bangalore Urba, Karnataka",23/07/2025,"₹42,67,000",Albion
69258,Canara Bank,"Navalagunda, Bangalore Urba, Karnataka",23/07/2025,"₹21,50,000",Albion
2049,TMB Bank,"Kanchipuram, Tamil Nadu",23/07/2025,"₹32,30,000",Albion
5568,Canara Bank,"Madurai, Tamil Nadu",23/07/2025,"₹38,76,000",Albion
7610,Canara Bank,"Erode, Tamil Nadu",23/07/2025,"₹18,00,000",Albion
9981,DCB Bank,"Kanchipuram, Tamil Nadu",23/07/2025,"₹19,50,000",Albion
10726,Canara Bank,"Tiruppur, Tamil Nadu",23/07/2025,"₹13,60,000",Albion
12760,City Union Bank,"Chennai, Tamil Nadu",23/07/2025,"₹2,20,00,000",Albion
13041,Canara Bank,"Tiruppur, Tamil Nadu",23/07/2025,"₹15,72,500",Albion
18571,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹1,87,00,000",Albion
20192,Canara Bank,"Cuddalore, Tamil Nadu",23/07/2025,"₹20,00,000",Albion
61457,Bank Of Baroda,"Kanchipuram, Tamil Nadu",23/07/2025,"₹22,00,000",Albion
61723,Cholamandalam Investment and Finance Company,"Krishnagiri, Tamil Nadu",23/07/2025,"₹2,77,00,000",Albion
61937,Karnataka Bank,"Rameshwaram Village, Kadapa, Andhra Pradesh",23/07/2025,"₹17,50,000",Albion
61940,Karnataka Bank,"Rameshwaram Village, Kadapa, Andhra Pradesh",23/07/2025,"₹12,00,000",Albion
61941,Karnataka Bank,"Rameshwaram, Kadapa, Andhra Pradesh",23/07/2025,"₹16,50,000",Albion
61945,Karnataka Bank,"Rameshwaram Village, Kadapa, Andhra Pradesh",23/07/2025,"₹16,00,000",Albion
61947,Karnataka Bank,"Rameshwaram Village, Kadapa, Andhra Pradesh",23/07/2025,"₹21,00,000",Albion
61949,Karnataka Bank,"Bollavaram, Kadapa, Andhra Pradesh",23/07/2025,"₹1,67,00,000",Albion
61951,Karnataka Bank,"Bollavaram, Kadapa, Andhra Pradesh",23/07/2025,"₹30,00,000",Albion
61954,Bank Of Baroda,"Vazhayoor Village, Malappuram, Kerala",23/07/2025,"₹28,35,000",Albion
62557,Cholamandalam Investment and Finance Company,"Varthur, Bangalore Urba, Karnataka",23/07/2025,"₹3,57,00,000",Albion
62578,Cholamandalam Investment and Finance Company,"Ramanagara, Karnataka",23/07/2025,"₹4,00,00,000",Albion
33324,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹27,22,000",Albion
33453,Karur Vysya Bank,"Erode, Tamil Nadu",23/07/2025,"₹52,00,000",Albion
33467,Canara Bank,"Kanchipuram, Tamil Nadu",23/07/2025,"₹23,00,000",Albion
33584,LIC Housing Finance Limited,"Chennai, Tamil Nadu",23/07/2025,"₹90,25,000",Albion
34015,Bank Of Baroda,"Salem, Tamil Nadu",23/07/2025,"₹17,50,500",Albion
34204,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹30,40,000",Albion
34206,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹21,06,000",Albion
34237,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹10,08,000",Albion
35256,LIC Housing Finance Limited,"Kanchipuram, Tamil Nadu",23/07/2025,"₹40,85,000",Albion
35257,LIC Housing Finance Limited,"Kanchipuram, Tamil Nadu",23/07/2025,"₹40,85,000",Albion
36717,Bank Of Baroda,"Bharuch, Gujarat",23/07/2025,"₹18,19,000",Albion
39464,Canara Bank,"Theni, Tamil Nadu",23/07/2025,"₹21,55,000",Albion
44815,Federal Bank,"Tiruvallur, Tamil Nadu",23/07/2025,"₹71,50,000",Albion
45403,State Bank of India,"Tiruvallur, Tamil Nadu",23/07/2025,"₹48,72,000",Albion
45408,State Bank of India,"Tiruvallur, Tamil Nadu",23/07/2025,"₹33,50,000",Albion
49527,Bank Of Baroda,"Salem, Tamil Nadu",23/07/2025,"₹63,85,000",Albion
50180,Canara Bank,"Coimbatore, Tamil Nadu",23/07/2025,"₹33,25,000",Albion
50184,Canara Bank,"Dharmapuri, Tamil Nadu",23/07/2025,"₹4,19,82,000",Albion
54912,Canara Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹23,76,000",Albion
55057,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹27,88,250",Albion
56045,Aadhar Housing Finance,"Sivaganga, Tamil Nadu",23/07/2025,"₹18,79,200",Albion
56097,Canara Bank,"Cuddalore, Tamil Nadu",23/07/2025,"₹19,00,000",Albion
57536,Canara Bank,"Tiruvallur, Tamil Nadu",23/07/2025,"₹60,00,000",Albion
57629,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹34,68,000",Albion
58467,Aadhar Housing Finance,"Coimbatore, Tamil Nadu",23/07/2025,"₹7,73,600",Albion
59698,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹7,50,000",Albion
60271,Canara Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹27,00,000",Albion
60314,Canara Bank,"Madurai, Tamil Nadu",23/07/2025,"₹1,07,45,000",Albion
60320,Canara Bank,"Madurai, Tamil Nadu",23/07/2025,"₹2,94,29,000",Albion
22465,State Bank of India,"Kanchipuram, Tamil Nadu",23/07/2025,"₹54,23,000",Albion
23552,TMB Bank,"Thoothukudi, Tamil Nadu",23/07/2025,"₹40,50,000",Albion
24701,Canara Bank,"Cuddalore, Tamil Nadu",23/07/2025,"₹11,00,000",Albion
24779,Canara Bank,"Madurai, Tamil Nadu",23/07/2025,"₹79,50,000",Albion
24780,Canara Bank,"Madurai, Tamil Nadu",23/07/2025,"₹14,77,000",Albion
25887,Canara Bank,"Erode, Tamil Nadu",23/07/2025,"₹93,00,000",Albion
26666,Canara Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹80,50,000",Albion
29390,Canara Bank,"Chennai, Tamil Nadu",23/07/2025,"₹1,02,10,000",Albion
29391,Canara Bank,"Chennai, Tamil Nadu",23/07/2025,"₹1,01,70,000",Albion
30354,Federal Bank,"Coimbatore, Tamil Nadu",23/07/2025,"₹55,00,000",Albion
30472,Federal Bank,"Coimbatore, Tamil Nadu",23/07/2025,"₹40,00,000",Albion
30777,Canara Bank,"Tirupur, Tamil Nadu",23/07/2025,"₹7,20,000",Albion
30842,Canara Bank,"Erode, Tamil Nadu",23/07/2025,"₹1,02,00,000",Albion
31424,Karur Vysya Bank,"Thanjavur, Tamil Nadu",23/07/2025,"₹12,50,000",Albion
31442,Karur Vysya Bank,"Thanjavur, Tamil Nadu",23/07/2025,"₹12,50,000",Albion
31443,Karur Vysya Bank,"Thanjavur, Tamil Nadu",23/07/2025,"₹12,50,000",Albion
31444,Karur Vysya Bank,"Thanjavur, Tamil Nadu",23/07/2025,"₹12,50,000",Albion
31583,LIC Housing Finance Limited,"Chennai, Tamil Nadu",23/07/2025,"₹1,19,00,000",Albion
31971,Canara Bank,"Madurai, Tamil Nadu",23/07/2025,"₹20,30,000",Albion
32352,Bank Of Baroda,"Kanchipuram, Tamil Nadu",23/07/2025,"₹36,50,000",Albion
32380,Canara Bank,"Theni, Tamil Nadu",23/07/2025,"₹30,03,000",Albion
63252,Aditya Birla Housing Finance,"Thakurpukur, Kolkata, West Bengal",23/07/2025,"₹73,06,750",Albion
63355,Bank Of Baroda,"Mehsana, Gujarat",23/07/2025,"₹6,43,000",Albion
63427,Kotak Mahindra Bank,"Madurai, Tamil Nadu",23/07/2025,"₹4,40,000",Albion
63442,Karur Vysya Bank,"Kanchipuram, Tamil Nadu",23/07/2025,"₹43,00,000",Albion
63449,Karnataka Bank,"Bidarahalli, Bangalore Urba, Karnataka",23/07/2025,"₹5,49,94,500",Albion
63451,Karnataka Bank,"Bidarahalli, Bangalore Urba, Karnataka",23/07/2025,"₹50,62,000",Albion
63556,Aadhar Housing Finance,"Jhalawar, Rajasthan",23/07/2025,"₹8,44,800",Albion
63645,State Bank of India,"Ahmedabad, Gujarat",23/07/2025,"₹39,31,000",Albion
63647,State Bank of India,"Kheda, Gujarat",23/07/2025,"₹53,50,000",Albion
63648,State Bank of India,"Ahmedabad, Gujarat",23/07/2025,"₹1,13,83,000",Albion
63649,State Bank of India,"Ahmedabad, Gujarat",23/07/2025,"₹66,85,000",Albion
63650,State Bank of India,"Ahmedabad, Gujarat",23/07/2025,"₹64,68,000",Albion
63651,State Bank of India,"Ahmedabad, Gujarat",23/07/2025,"₹39,31,000",Albion
63652,State Bank of India,"Ahmedabad, Gujarat",23/07/2025,"₹39,75,000",Albion
63733,Indian Overseas Bank,"Theni, Tamil Nadu",23/07/2025,"₹31,41,000",Albion
63741,Canara Bank,"Virudhunagar, Tamil Nadu",23/07/2025,"₹10,60,000",Albion
63781,Bank Of Baroda,"Tiruvallur, Tamil Nadu",23/07/2025,"₹5,61,000",Albion
64082,TMB Bank,"Dindigul, Tamil Nadu",23/07/2025,"₹1,50,00,000",Albion
64125,Canara Bank,"Kuppaluru, Mysore, Karnataka",23/07/2025,"₹51,49,000",Albion
64179,Bank Of Baroda,"Agra, Uttar Pradesh",23/07/2025,"₹14,75,000",Albion
64180,Bank Of Baroda,"Agra, Uttar Pradesh",23/07/2025,"₹32,13,000",Albion
64181,Bank Of Baroda,"Agra, Uttar Pradesh",23/07/2025,"₹73,53,000",Albion
64183,Bank Of Baroda,"Agra, Uttar Pradesh",23/07/2025,"₹14,75,000",Albion
64184,Bank Of Baroda,"Agra, Uttar Pradesh",23/07/2025,"₹32,13,000",Albion
64188,Bank Of Baroda,"Agra, Uttar Pradesh",23/07/2025,"₹73,53,000",Albion
64191,Federal Bank,"Agra, Uttar Pradesh",23/07/2025,"₹21,50,000",Albion
64218,Yes Bank,"Ghaziabad, Uttar Pradesh",23/07/2025,"₹19,64,392",Albion
64235,Canara Bank,"Kuppaluru, Mysore, Karnataka",23/07/2025,"₹51,49,000",Albion
64254,Canara Bank,"Vidyaranyapuram, Mysore, Karnataka",23/07/2025,"₹1,20,00,000",Albion
64257,Canara Bank,"Nazarbad Mohalla, Mysore, Karnataka",23/07/2025,"₹3,25,05,000",Albion
64259,Canara Bank,"Bannimantap, Mysore, Karnataka",23/07/2025,"₹1,51,72,000",Albion
